County,State,FIPS Code,Formatted FIPS,"Estimated median value of an owner-occupied home, between 2015-2"
Cheatham,TN,47021,47021,187400
Chester,TN,47023,47023,121900
Claiborne,TN,47025,47025,110000
Clay,TN,47027,47027,98200
Cocke,TN,47029,47029,112900
Coffee,TN,47031,47031,141900
Crockett,TN,47033,47033,99600
Cumberland,TN,47035,47035,153200
Davidson,TN,47037,47037,241700
Decatur,TN,47039,47039,98800
DeKalb,TN,47041,47041,148600
Dickson,TN,47043,47043,164700
Dyer,TN,47045,47045,103800
Fayette,TN,47047,47047,206700
Fentress,TN,47049,47049,110400
Franklin,TN,47051,47051,139200
Gibson,TN,47053,47053,98600
Giles,TN,47055,47055,129700
Grainger,TN,47057,47057,119100
Greene,TN,47059,47059,122400
Grundy,TN,47061,47061,87200
Hamblen,TN,47063,47063,137900
Hamilton,TN,47065,47065,180900
Hancock,TN,47067,47067,102600
Hardeman,TN,47069,47069,90200
Hardin,TN,47071,47071,124300
Hawkins,TN,47073,47073,124100
Haywood,TN,47075,47075,100700
Henderson,TN,47077,47077,102000
Henry,TN,47079,47079,103300
Hickman,TN,47081,47081,116200
Houston,TN,47083,47083,103700
Humphreys,TN,47085,47085,113800
Jackson,TN,47087,47087,126100
Jefferson,TN,47089,47089,146300
Johnson,TN,47091,47091,133100
Knox,TN,47093,47093,183200
Lake,TN,47095,47095,81300
Lauderdale,TN,47097,47097,84100
Lawrence,TN,47099,47099,112500
Lewis,TN,47101,47101,95600
Lincoln,TN,47103,47103,135700
Loudon,TN,47105,47105,222500
McMinn,TN,47107,47107,133200
McNairy,TN,47109,47109,98100
Macon,TN,47111,47111,115000
Madison,TN,47113,47113,131500
Marion,TN,47115,47115,125700
Marshall,TN,47117,47117,136400
Maury,TN,47119,47119,184800
Meigs,TN,47121,47121,136600
Monroe,TN,47123,47123,133700
Montgomery,TN,47125,47125,165800
Moore,TN,47127,47127,187100
Morgan,TN,47129,47129,102000
Obion,TN,47131,47131,91500
Overton,TN,47133,47133,124900
Perry,TN,47135,47135,88100
Pickett,TN,47137,47137,144400
Polk,TN,47139,47139,112700
Putnam,TN,47141,47141,159600
Rhea,TN,47143,47143,122600
Roane,TN,47145,47145,150300
Robertson,TN,47147,47147,194800
Rutherford,TN,47149,47149,213200
Scott,TN,47151,47151,99000
Sequatchie,TN,47153,47153,142500
Sevier,TN,47155,47155,175500
Shelby,TN,47157,47157,150400
Smith,TN,47159,47159,146900
Stewart,TN,47161,47161,123100
Sullivan,TN,47163,47163,141300
Sumner,TN,47165,47165,234200
Tipton,TN,47167,47167,150000
Trousdale,TN,47169,47169,155700
Unicoi,TN,47171,47171,129500
Union,TN,47173,47173,124700
Van Buren,TN,47175,47175,98000
Warren,TN,47177,47177,112500
Washington,TN,47179,47179,163000
Wayne,TN,47181,47181,95200
Weakley,TN,47183,47183,97800
White,TN,47185,47185,117000
Williamson,TN,47187,47187,449000
Wilson,TN,47189,47189,264600
Anderson,TX,48001,48001,101900
Andrews,TX,48003,48003,143900
Angelina,TX,48005,48005,107600
Aransas,TX,48007,48007,156800
Archer,TX,48009,48009,146200
Armstrong,TX,48011,48011,139700
Atascosa,TX,48013,48013,97900
Austin,TX,48015,48015,196300
Bailey,TX,48017,48017,69700
Bandera,TX,48019,48019,174200
Bastrop,TX,48021,48021,172000
Baylor,TX,48023,48023,62000
Bee,TX,48025,48025,90600
Bell,TX,48027,48027,147700
Bexar,TX,48029,48029,161800
Blanco,TX,48031,48031,246400
Borden,TX,48033,48033,153300
Bosque,TX,48035,48035,121700
Bowie,TX,48037,48037,119400
Brazoria,TX,48039,48039,197700
Brazos,TX,48041,48041,201800
Brewster,TX,48043,48043,151400
Briscoe,TX,48045,48045,66000
Brooks,TX,48047,48047,67800
Brown,TX,48049,48049,102500
Burleson,TX,48051,48051,121900
Burnet,TX,48053,48053,192000
Caldwell,TX,48055,48055,144800
Calhoun,TX,48057,48057,120200
Callahan,TX,48059,48059,94900
Cameron,TX,48061,48061,85800
Camp,TX,48063,48063,101600
Carson,TX,48065,48065,114300
Cass,TX,48067,48067,87100
Castro,TX,48069,48069,81900
Chambers,TX,48071,48071,200400
Cherokee,TX,48073,48073,102900
Childress,TX,48075,48075,85500
Clay,TX,48077,48077,101000
Cochran,TX,48079,48079,38800
Coke,TX,48081,48081,69100
Coleman,TX,48083,48083,76500
Collin,TX,48085,48085,315300
Collingsworth,TX,48087,48087,52200
Colorado,TX,48089,48089,124400
Comal,TX,48091,48091,282300
Comanche,TX,48093,48093,105000
Concho,TX,48095,48095,101500
Cooke,TX,48097,48097,161100
Coryell,TX,48099,48099,114300
Cottle,TX,48101,48101,46600
Crane,TX,48103,48103,100400
Crockett,TX,48105,48105,89600
Crosby,TX,48107,48107,60800
Culberson,TX,48109,48109,62400
Dallam,TX,48111,48111,89200
Dallas,TX,48113,48113,174900
Dawson,TX,48115,48115,73400
Deaf Smith,TX,48117,48117,91100
Delta,TX,48119,48119,87700
Denton,TX,48121,48121,277800
DeWitt,TX,48123,48123,117100
Dickens,TX,48125,48125,51100
Dimmit,TX,48127,48127,72800
Donley,TX,48129,48129,68700
Duval,TX,48131,48131,49400
Eastland,TX,48133,48133,73900
Ector,TX,48135,48135,140500
Edwards,TX,48137,48137,69200
Ellis,TX,48139,48139,191400
El Paso,TX,48141,48141,121500
Erath,TX,48143,48143,159900
Falls,TX,48145,48145,75300
Fannin,TX,48147,48147,123100
Fayette,TX,48149,48149,182100
Fisher,TX,48151,48151,66900
Floyd,TX,48153,48153,64300
Foard,TX,48155,48155,46400
Fort Bend,TX,48157,48157,265900
Franklin,TX,48159,48159,126200
Freestone,TX,48161,48161,111800
Frio,TX,48163,48163,82200
Gaines,TX,48165,48165,150900
Galveston,TX,48167,48167,199200
Garza,TX,48169,48169,78800
Gillespie,TX,48171,48171,286900
Glasscock,TX,48173,48173,229200
Goliad,TX,48175,48175,137800
Gonzales,TX,48177,48177,121300
Gray,TX,48179,48179,77600
Grayson,TX,48181,48181,137400
Gregg,TX,48183,48183,136700
Grimes,TX,48185,48185,148500
Guadalupe,TX,48187,48187,196000
Hale,TX,48189,48189,82700
Hall,TX,48191,48191,52800
Hamilton,TX,48193,48193,130800
Hansford,TX,48195,48195,95300
Hardeman,TX,48197,48197,43100
Hardin,TX,48199,48199,124100
Harris,TX,48201,48201,175700
Harrison,TX,48203,48203,130900
Hartley,TX,48205,48205,167200
Haskell,TX,48207,48207,53900
Hays,TX,48209,48209,238700
Hemphill,TX,48211,48211,151700
Henderson,TX,48213,48213,108500
Hidalgo,TX,48215,48215,87100
Hill,TX,48217,48217,103800
Hockley,TX,48219,48219,93600
Hood,TX,48221,48221,193500
Hopkins,TX,48223,48223,114900
Houston,TX,48225,48225,100700
Howard,TX,48227,48227,99000
Hudspeth,TX,48229,48229,50900
Hunt,TX,48231,48231,123300
Hutchinson,TX,48233,48233,78800
Irion,TX,48235,48235,118300
Jack,TX,48237,48237,86300
Jackson,TX,48239,48239,114000
Jasper,TX,48241,48241,100900
Jeff Davis,TX,48243,48243,111900
Jefferson,TX,48245,48245,112800
Jim Hogg,TX,48247,48247,65000
Jim Wells,TX,48249,48249,76200
Johnson,TX,48251,48251,155400
Jones,TX,48253,48253,82400
Karnes,TX,48255,48255,102300
Kaufman,TX,48257,48257,178300
Kendall,TX,48259,48259,348500
Kenedy,TX,48261,48261,24400
Kent,TX,48263,48263,35000
Kerr,TX,48265,48265,180600
Kimble,TX,48267,48267,149700
King,TX,48269,48269,36700
Kinney,TX,48271,48271,68800
Kleberg,TX,48273,48273,91900
Knox,TX,48275,48275,45000
Lamar,TX,48277,48277,99100
Lamb,TX,48279,48279,65500
Lampasas,TX,48281,48281,161600
La Salle,TX,48283,48283,82300
Lavaca,TX,48285,48285,162400
Lee,TX,48287,48287,138700
Leon,TX,48289,48289,111000
Liberty,TX,48291,48291,111600
Limestone,TX,48293,48293,95400
Lipscomb,TX,48295,48295,100900
Live Oak,TX,48297,48297,104100
Llano,TX,48299,48299,194800
Loving,TX,48301,48301,N/A
Lubbock,TX,48303,48303,140600
Lynn,TX,48305,48305,84000
McCulloch,TX,48307,48307,93700
McLennan,TX,48309,48309,142800
McMullen,TX,48311,48311,110900
Madison,TX,48313,48313,113100
Marion,TX,48315,48315,96500
Martin,TX,48317,48317,148000
Mason,TX,48319,48319,172800
Matagorda,TX,48321,48321,114800
Maverick,TX,48323,48323,97900
Medina,TX,48325,48325,137800
Menard,TX,48327,48327,59300
Midland,TX,48329,48329,213100
Milam,TX,48331,48331,107400
Mills,TX,48333,48333,140200
Mitchell,TX,48335,48335,69000
Montague,TX,48337,48337,115400
Montgomery,TX,48339,48339,235800
Moore,TX,48341,48341,121900
Morris,TX,48343,48343,90400
Motley,TX,48345,48345,56500
Nacogdoches,TX,48347,48347,130100
Navarro,TX,48349,48349,97600
Newton,TX,48351,48351,81200
Nolan,TX,48353,48353,75500
Nueces,TX,48355,48355,138700
Ochiltree,TX,48357,48357,102700
Oldham,TX,48359,48359,91400
Orange,TX,48361,48361,113500
Palo Pinto,TX,48363,48363,107000
Panola,TX,48365,48365,102200
Parker,TX,48367,48367,214200
Parmer,TX,48369,48369,97600
Pecos,TX,48371,48371,87300
Polk,TX,48373,48373,110200
Potter,TX,48375,48375,92500
Presidio,TX,48377,48377,75100
Rains,TX,48379,48379,127900
Randall,TX,48381,48381,167800
Reagan,TX,48383,48383,98800
Real,TX,48385,48385,113200
Red River,TX,48387,48387,71100
Reeves,TX,48389,48389,64800
Refugio,TX,48391,48391,85600
Roberts,TX,48393,48393,133000
Robertson,TX,48395,48395,108600
Rockwall,TX,48397,48397,266200
Runnels,TX,48399,48399,81400
Rusk,TX,48401,48401,124900
Sabine,TX,48403,48403,116300
San Augustine,TX,48405,48405,88000
San Jacinto,TX,48407,48407,114100
San Patricio,TX,48409,48409,122100
San Saba,TX,48411,48411,109400
Schleicher,TX,48413,48413,77800
Scurry,TX,48415,48415,85500
Shackelford,TX,48417,48417,91400
Shelby,TX,48419,48419,78100
Sherman,TX,48421,48421,99800
Smith,TX,48423,48423,158600
Somervell,TX,48425,48425,219000
Starr,TX,48427,48427,71900
Stephens,TX,48429,48429,74300
Sterling,TX,48431,48431,59000
Stonewall,TX,48433,48433,55600
Sutton,TX,48435,48435,91800
Swisher,TX,48437,48437,80600
Tarrant,TX,48439,48439,188500
Taylor,TX,48441,48441,124500
Terrell,TX,48443,48443,76400
Terry,TX,48445,48445,76500
Throckmorton,TX,48447,48447,56300
Titus,TX,48449,48449,105100
Tom Green,TX,48451,48451,141500
Travis,TX,48453,48453,324800
Trinity,TX,48455,48455,83700
Tyler,TX,48457,48457,88100
Upshur,TX,48459,48459,141200
Upton,TX,48461,48461,66900
Uvalde,TX,48463,48463,89000
Val Verde,TX,48465,48465,103400
Van Zandt,TX,48467,48467,132300
Victoria,TX,48469,48469,142800
Walker,TX,48471,48471,152300
Waller,TX,48473,48473,197400
Ward,TX,48475,48475,86800
Washington,TX,48477,48477,179100
Webb,TX,48479,48479,125900
Wharton,TX,48481,48481,128100
Wheeler,TX,48483,48483,84000
Wichita,TX,48485,48485,100000
Wilbarger,TX,48487,48487,68300
Willacy,TX,48489,48489,55300
Williamson,TX,48491,48491,262300
Wilson,TX,48493,48493,199600
Winkler,TX,48495,48495,62700
Wise,TX,48497,48497,170300
Wood,TX,48499,48499,137500
Yoakum,TX,48501,48501,116400
Young,TX,48503,48503,96800
Zapata,TX,48505,48505,77800
Zavala,TX,48507,48507,50000
Beaver,UT,49001,49001,177600
Box Elder,UT,49003,49003,203600
Cache,UT,49005,49005,236500
Carbon,UT,49007,49007,140800
Daggett,UT,49009,49009,170800
Davis,UT,49011,49011,290300
Duchesne,UT,49013,49013,185800
Emery,UT,49015,49015,140200
Garfield,UT,49017,49017,188900
Grand,UT,49019,49019,247800
Iron,UT,49021,49021,213600
Juab,UT,49023,49023,223000
Kane,UT,49025,49025,204900
Millard,UT,49027,49027,155000
Morgan,UT,49029,49029,374800
Piute,UT,49031,49031,179500
Rich,UT,49033,49033,202500
Salt Lake,UT,49035,49035,305700
San Juan,UT,49037,49037,129700
Sanpete,UT,49039,49039,189000
Sevier,UT,49041,49041,164800
Summit,UT,49043,49043,641900
Tooele,UT,49045,49045,223400
Uintah,UT,49047,49047,197000
Utah,UT,49049,49049,305500
Wasatch,UT,49051,49051,419900
Washington,UT,49053,49053,283800
Wayne,UT,49055,49055,205700
Weber,UT,49057,49057,220600
Addison,VT,50001,50001,249700
Bennington,VT,50003,50003,207600
Caledonia,VT,50005,50005,169500
Chittenden,VT,50007,50007,297900
Essex,VT,50009,50009,136600
Franklin,VT,50011,50011,216200
Grand Isle,VT,50013,50013,274800
Lamoille,VT,50015,50015,225600
Orange,VT,50017,50017,192700
Orleans,VT,50019,50019,162000
Rutland,VT,50021,50021,177400
Washington,VT,50023,50023,226900
Windham,VT,50025,50025,214200
Windsor,VT,50027,50027,224500
Accomack,VA,51001,51001,171800
Albemarle,VA,51003,51003,356100
Alleghany,VA,51005,51005,119700
Amelia,VA,51007,51007,201400
Amherst,VA,51009,51009,155600
Appomattox,VA,51011,51011,158800
Arlington,VA,51013,51013,705400
Augusta,VA,51015,51015,214000
Bath,VA,51017,51017,165300
Bedford,VA,51019,51019,201900
Bland,VA,51021,51021,113200
Botetourt,VA,51023,51023,227700
Brunswick,VA,51025,51025,112200
Buchanan,VA,51027,51027,72300
Buckingham,VA,51029,51029,130300
Campbell,VA,51031,51031,157000
Caroline,VA,51033,51033,206000
Carroll,VA,51035,51035,112900
Charles City,VA,51036,51036,167900
Charlotte,VA,51037,51037,111900
Chesterfield,VA,51041,51041,241200
Clarke,VA,51043,51043,347200
Craig,VA,51045,51045,165800
Culpeper,VA,51047,51047,298900
Cumberland,VA,51049,51049,146000
Dickenson,VA,51051,51051,81000
Dinwiddie,VA,51053,51053,168300
Essex,VA,51057,51057,202800
Fairfax,VA,51059,51059,563100
Fauquier,VA,51061,51061,395500
Floyd,VA,51063,51063,170700
Fluvanna,VA,51065,51065,234700
Franklin,VA,51067,51067,178100
Frederick,VA,51069,51069,251200
Giles,VA,51071,51071,123200
Gloucester,VA,51073,51073,230000
Goochland,VA,51075,51075,375200
Grayson,VA,51077,51077,102900
Greene,VA,51079,51079,236400
Greensville,VA,51081,51081,117700
Halifax,VA,51083,51083,116100
Hanover,VA,51085,51085,282900
Henrico,VA,51087,51087,242600
Henry,VA,51089,51089,93900
Highland,VA,51091,51091,173900
Isle of Wight,VA,51093,51093,266800
James City,VA,51095,51095,340500
King and Queen,VA,51097,51097,183200
King George,VA,51099,51099,307900
King William,VA,51101,51101,204300
Lancaster,VA,51103,51103,257200
Lee,VA,51105,51105,88100
Loudoun,VA,51107,51107,508100
Louisa,VA,51109,51109,223100
Lunenburg,VA,51111,51111,119500
Madison,VA,51113,51113,257900
Mathews,VA,51115,51115,226300
Mecklenburg,VA,51117,51117,132600
Middlesex,VA,51119,51119,261900
Montgomery,VA,51121,51121,227100
Nelson,VA,51125,51125,235000
New Kent,VA,51127,51127,281100
Northampton,VA,51131,51131,176800
Northumberland,VA,51133,51133,292600
Nottoway,VA,51135,51135,151400
Orange,VA,51137,51137,244400
Page,VA,51139,51139,169200
Patrick,VA,51141,51141,120000
Pittsylvania,VA,51143,51143,123900
Powhatan,VA,51145,51145,279200
Prince Edward,VA,51147,51147,159700
Prince George,VA,51149,51149,213300
Prince William,VA,51153,51153,382400
Pulaski,VA,51155,51155,149500
Rappahannock,VA,51157,51157,377700
Richmond,VA,51159,51159,180300
Roanoke,VA,51161,51161,199800
Rockbridge,VA,51163,51163,199600
Rockingham,VA,51165,51165,211500
Russell,VA,51167,51167,98000
Scott,VA,51169,51169,94800
Shenandoah,VA,51171,51171,213200
Smyth,VA,51173,51173,95800
Southampton,VA,51175,51175,178500
Spotsylvania,VA,51177,51177,284000
Stafford,VA,51179,51179,346100
Surry,VA,51181,51181,197800
Sussex,VA,51183,51183,125800
Tazewell,VA,51185,51185,99700
Warren,VA,51187,51187,244800
Washington,VA,51191,51191,151800
Westmoreland,VA,51193,51193,199100
Wise,VA,51195,51195,85500
Wythe,VA,51197,51197,128400
York,VA,51199,51199,327100
Alexandria City,VA,51510,51510,572900
Bedford City,VA,51515,51515,N/A
Bristol City,VA,51520,51520,111700
Buena Vista City,VA,51530,51530,126600
Charlottesville City,VA,51540,51540,299600
Chesapeake City,VA,51550,51550,273700
Colonial Heights City,VA,51570,51570,171700
Covington City,VA,51580,51580,72900
Danville City,VA,51590,51590,90500
Emporia City,VA,51595,51595,116800
Fairfax City,VA,51600,51600,560400
Falls Church City,VA,51610,51610,789300
Franklin City,VA,51620,51620,164100
Fredericksburg City,VA,51630,51630,367200
Galax City,VA,51640,51640,96600
Hampton City,VA,51650,51650,186700
Harrisonburg City,VA,51660,51660,203600
Hopewell City,VA,51670,51670,122900
Lexington City,VA,51678,51678,235700
Lynchburg City,VA,51680,51680,160100
Manassas City,VA,51683,51683,324600
Manassas Park City,VA,51685,51685,308000
Martinsville City,VA,51690,51690,87700
Newport News City,VA,51700,51700,194000
Norfolk City,VA,51710,51710,206700
Norton City,VA,51720,51720,93800
Petersburg City,VA,51730,51730,108100
Poquoson City,VA,51735,51735,323100
Portsmouth City,VA,51740,51740,170900
Radford City,VA,51750,51750,170800
Richmond City,VA,51760,51760,230500
Roanoke City,VA,51770,51770,135100
Salem City,VA,51775,51775,181900
Staunton City,VA,51790,51790,169000
Suffolk City,VA,51800,51800,254400
Virginia Beach City,VA,51810,51810,280800
Waynesboro City,VA,51820,51820,174100
Williamsburg City,VA,51830,51830,306000
Winchester City,VA,51840,51840,244900
Adams,WA,53001,53001,154500
Asotin,WA,53003,53003,198100
Benton,WA,53005,53005,235800
Chelan,WA,53007,53007,292900
Clallam,WA,53009,53009,253800
Clark,WA,53011,53011,327000
Columbia,WA,53013,53013,179400
Cowlitz,WA,53015,53015,219300
Douglas,WA,53017,53017,271500
Ferry,WA,53019,53019,169600
Franklin,WA,53021,53021,202400
Garfield,WA,53023,53023,149400
Grant,WA,53025,53025,177500
Grays Harbor,WA,53027,53027,178800
Island,WA,53029,53029,358800
Jefferson,WA,53031,53031,338000
King,WA,53033,53033,549200
Kitsap,WA,53035,53035,329900
Kittitas,WA,53037,53037,286900
Klickitat,WA,53039,53039,261000
Lewis,WA,53041,53041,209600
Lincoln,WA,53043,53043,162800
Mason,WA,53045,53045,226500
Okanogan,WA,53047,53047,182700
Pacific,WA,53049,53049,176800
Pend Oreille,WA,53051,53051,216700
Pierce,WA,53053,53053,303200
San Juan,WA,53055,53055,488800
Skagit,WA,53057,53057,306000
Skamania,WA,53059,53059,296700
Snohomish,WA,53061,53061,403000
Spokane,WA,53063,53063,224800
Stevens,WA,53065,53065,199200
Thurston,WA,53067,53067,287900
Wahkiakum,WA,53069,53069,218800
Walla Walla,WA,53071,53071,224800
Whatcom,WA,53073,53073,345700
Whitman,WA,53075,53075,217600
Yakima,WA,53077,53077,175900
Barbour,WV,54001,54001,110300
Berkeley,WV,54003,54003,182200
Boone,WV,54005,54005,71500
Braxton,WV,54007,54007,86400
Brooke,WV,54009,54009,93200
Cabell,WV,54011,54011,124500
Calhoun,WV,54013,54013,83500
Clay,WV,54015,54015,80200
Doddridge,WV,54017,54017,117300
Fayette,WV,54019,54019,91300
Gilmer,WV,54021,54021,93300
Grant,WV,54023,54023,140000
Greenbrier,WV,54025,54025,124000
Hampshire,WV,54027,54027,153100
Hancock,WV,54029,54029,93000
Hardy,WV,54031,54031,137700
Harrison,WV,54033,54033,117900
Jackson,WV,54035,54035,130600
Jefferson,WV,54037,54037,252300
Kanawha,WV,54039,54039,112500
Lewis,WV,54041,54041,104200
Lincoln,WV,54043,54043,84200
Logan,WV,54045,54045,89100
McDowell,WV,54047,54047,35000
Marion,WV,54049,54049,116800
Marshall,WV,54051,54051,109300
Mason,WV,54053,54053,87600
Mercer,WV,54055,54055,96700
Mineral,WV,54057,54057,148200
Mingo,WV,54059,54059,78100
Monongalia,WV,54061,54061,204400
Monroe,WV,54063,54063,107900
Morgan,WV,54065,54065,183200
Nicholas,WV,54067,54067,95100
Ohio,WV,54069,54069,123900
Pendleton,WV,54071,54071,122800
Pleasants,WV,54073,54073,106600
Pocahontas,WV,54075,54075,121700
Preston,WV,54077,54077,115300
Putnam,WV,54079,54079,167300
Raleigh,WV,54081,54081,108700
Randolph,WV,54083,54083,110300
Ritchie,WV,54085,54085,96700
Roane,WV,54087,54087,98900
Summers,WV,54089,54089,92200
Taylor,WV,54091,54091,107000
Tucker,WV,54093,54093,121600
Tyler,WV,54095,54095,96300
Upshur,WV,54097,54097,119000
Wayne,WV,54099,54099,99100
Webster,WV,54101,54101,69500
Wetzel,WV,54103,54103,103600
Wirt,WV,54105,54105,95800
Wood,WV,54107,54107,124200
Wyoming,WV,54109,54109,71500
Adams,WI,55001,55001,131100
Ashland,WI,55003,55003,113100
Barron,WI,55005,55005,153200
Bayfield,WI,55007,55007,170200
Brown,WI,55009,55009,173900
Buffalo,WI,55011,55011,159700
Burnett,WI,55013,55013,158800
Calumet,WI,55015,55015,178900
Chippewa,WI,55017,55017,167400
Clark,WI,55019,55019,127200
Columbia,WI,55021,55021,192900
Crawford,WI,55023,55023,134200
Dane,WI,55025,55025,265600
Dodge,WI,55027,55027,162100
Door,WI,55029,55029,214100
Douglas,WI,55031,55031,145800
Dunn,WI,55033,55033,165200
Eau Claire,WI,55035,55035,169400
Florence,WI,55037,55037,129600
Fond du Lac,WI,55039,55039,157800
Forest,WI,55041,55041,132300
Grant,WI,55043,55043,147700
Green,WI,55045,55045,171400
Green Lake,WI,55047,55047,146600
Iowa,WI,55049,55049,183200
Iron,WI,55051,55051,119000
Jackson,WI,55053,55053,135900
Jefferson,WI,55055,55055,190400
Juneau,WI,55057,55057,125800
Kenosha,WI,55059,55059,177400
Kewaunee,WI,55061,55061,164900
La Crosse,WI,55063,55063,173300
Lafayette,WI,55065,55065,140000
Langlade,WI,55067,55067,113900
Lincoln,WI,55069,55069,139700
Manitowoc,WI,55071,55071,130100
Marathon,WI,55073,55073,156300
Marinette,WI,55075,55075,123800
Marquette,WI,55077,55077,155300
Menominee,WI,55078,55078,101800
Milwaukee,WI,55079,55079,158300
Monroe,WI,55081,55081,155000
Oconto,WI,55083,55083,157000
Oneida,WI,55085,55085,174100
Outagamie,WI,55087,55087,169400
Ozaukee,WI,55089,55089,282500
Pepin,WI,55091,55091,151600
Pierce,WI,55093,55093,208700
Polk,WI,55095,55095,169700
Portage,WI,55097,55097,168100
Price,WI,55099,55099,122500
Racine,WI,55101,55101,176000
Richland,WI,55103,55103,139900
Rock,WI,55105,55105,146200
Rusk,WI,55107,55107,113400
St. Croix,WI,55109,55109,244500
Sauk,WI,55111,55111,182200
Sawyer,WI,55113,55113,168400
Shawano,WI,55115,55115,136700
Sheboygan,WI,55117,55117,159700
Taylor,WI,55119,55119,137800
Trempealeau,WI,55121,55121,156000
Vernon,WI,55123,55123,157200
Vilas,WI,55125,55125,202900
Walworth,WI,55127,55127,203400
Washburn,WI,55129,55129,157400
Washington,WI,55131,55131,236200
Waukesha,WI,55133,55133,282300
Waupaca,WI,55135,55135,149900
Waushara,WI,55137,55137,146100
Winnebago,WI,55139,55139,152500
Wood,WI,55141,55141,131900
Albany,WY,56001,56001,235000
Big Horn,WY,56003,56003,163400
Campbell,WY,56005,56005,222700
Carbon,WY,56007,56007,174900
Converse,WY,56009,56009,206700
Crook,WY,56011,56011,225300
Fremont,WY,56013,56013,196400
Goshen,WY,56015,56015,174000
Hot Springs,WY,56017,56017,147300
Johnson,WY,56019,56019,252900
Laramie,WY,56021,56021,227900
Lincoln,WY,56023,56023,246400
Natrona,WY,56025,56025,208700
Niobrara,WY,56027,56027,156300
Park,WY,56029,56029,268500
Platte,WY,56031,56031,188500
Sheridan,WY,56033,56033,272400
Sublette,WY,56035,56035,275100
Sweetwater,WY,56037,56037,205600
Teton,WY,56039,56039,866600
Uinta,WY,56041,56041,175000
Washakie,WY,56043,56043,165800
Weston,WY,56045,56045,166300
Eastern,AS,60010,60010,N/A
Manu'a,AS,60020,60020,N/A
Rose Island,AS,60030,60030,N/A
Swains Island,AS,60040,60040,N/A
Western,AS,60050,60050,N/A
Guam,GU,66010,66010,N/A
Northern Islands,MP,69085,69085,N/A
Rota,MP,69100,69100,N/A
Saipan,MP,69110,69110,N/A
Tinian,MP,69120,69120,N/A
Adjuntas,PR,72001,72001,83700
Aguada,PR,72003,72003,85300
Aguadilla,PR,72005,72005,118200
Aguas Buenas,PR,72007,72007,116200
Aibonito,PR,72009,72009,112600
Añasco,PR,72011,72011,87600
Arecibo,PR,72013,72013,95300
Arroyo,PR,72015,72015,89400
Barceloneta,PR,72017,72017,104600
Barranquitas,PR,72019,72019,98900
Bayamón,PR,72021,72021,131700
Cabo Rojo,PR,72023,72023,107500
Caguas,PR,72025,72025,127800
Camuy,PR,72027,72027,94400
Canóvanas,PR,72029,72029,107500
Carolina,PR,72031,72031,139900
Cataño,PR,72033,72033,117700
Cayey,PR,72035,72035,117200
Ceiba,PR,72037,72037,92000
Ciales,PR,72039,72039,88600
Cidra,PR,72041,72041,117100
Coamo,PR,72043,72043,90700
Comerío,PR,72045,72045,93500
Corozal,PR,72047,72047,92100
Culebra,PR,72049,72049,143800
Dorado,PR,72051,72051,135500
Fajardo,PR,72053,72053,101900
Florida,PR,72054,72054,92900
Guánica,PR,72055,72055,88100
Guayama,PR,72057,72057,86300
Guayanilla,PR,72059,72059,79700
Guaynabo,PR,72061,72061,178200
Gurabo,PR,72063,72063,141200
Hatillo,PR,72065,72065,93000
Hormigueros,PR,72067,72067,98700
Humacao,PR,72069,72069,96000
Isabela,PR,72071,72071,102200
Jayuya,PR,72073,72073,94100
Juana Díaz,PR,72075,72075,91600
Juncos,PR,72077,72077,104300
Lajas,PR,72079,72079,86900
Lares,PR,72081,72081,86000
Las Marías,PR,72083,72083,84800
Las Piedras,PR,72085,72085,114200
Loíza,PR,72087,72087,100800
Luquillo,PR,72089,72089,111200
Manatí,PR,72091,72091,106100
Maricao,PR,72093,72093,79700
Maunabo,PR,72095,72095,87900
Mayagüez,PR,72097,72097,96700
Moca,PR,72099,72099,93800
Morovis,PR,72101,72101,105700
Naguabo,PR,72103,72103,92500
Naranjito,PR,72105,72105,88100
Orocovis,PR,72107,72107,84800
Patillas,PR,72109,72109,90200
Peñuelas,PR,72111,72111,75700
Ponce,PR,72113,72113,97400
Quebradillas,PR,72115,72115,102700
Rincón,PR,72117,72117,122000
Río Grande,PR,72119,72119,113800
Sabana Grande,PR,72121,72121,95800
Salinas,PR,72123,72123,83100
San Germán,PR,72125,72125,82300
San Juan,PR,72127,72127,153500
San Lorenzo,PR,72129,72129,110100
San Sebastián,PR,72131,72131,98400
Santa Isabel,PR,72133,72133,93500
Toa Alta,PR,72135,72135,133500
Toa Baja,PR,72137,72137,122300
Trujillo Alto,PR,72139,72139,146200
Utuado,PR,72141,72141,90000
Vega Alta,PR,72143,72143,114300
Vega Baja,PR,72145,72145,106600
Vieques,PR,72147,72147,111200
Villalba,PR,72149,72149,92600
Yabucoa,PR,72151,72151,87200
Yauco,PR,72153,72153,91100
St. Croix,VI,78010,78010,N/A
St. John,VI,78020,78020,N/A
St. Thomas,VI,78030,78030,N/A
